DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,FLOW_KIND,WELL_TYPE,AVG_DOWNHOLE_PRESSURE_PSI,AVG_DOWNHOLE_TEMPERATURE_F,AVG_DP_TUBING_PSI,AVG_ANNULUS_PRESS_PSI,DP_CHOKE_SIZE_PSI,AVG_WHP_P_PSI,BORE_WI_VOL_STB_D,AVG_WHT_P,BORE_OIL_VOL_STB_D,BORE_GAS_VOL_MSCF_D,BORE_WAT_VOL_STB_D,GOR_MSCF_STB,WCUT
2008-04-12,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,258.106143888,0.0,,32.0,0.0,0.0,0.0,,
2008-04-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,33.24923631,0.0,,32.0,0.0,0.0,0.0,,
2008-04-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,164.625236862,0.0,,32.0,0.0,0.0,0.0,,
2008-04-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,416.596418388,0.0,,32.0,0.0,0.0,0.0,,
2008-04-16,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,451.162164624,0.0,,32.0,0.0,0.0,0.0,,
2008-04-17,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,366.21732405,0.0,,32.0,0.0,0.0,0.0,,
2008-04-18,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,435.603648288,0.0,,32.0,0.0,0.0,0.0,,
2008-04-19,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,395.56938929999995,0.0,,32.0,0.0,0.0,0.0,,
2008-04-20,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,451.908385134,0.0,,32.0,0.0,0.0,0.0,,
2008-04-21,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,452.422544844,0.0,,32.0,0.0,0.0,0.0,,
2008-04-22,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,452.902040472,0.0,,32.0,0.0,0.0,0.0,,
2008-04-23,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,452.239796964,0.0,,32.0,0.0,0.0,0.0,,
2008-04-24,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,452.344369362,0.0,,32.0,0.0,0.0,0.0,,
2008-04-25,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,452.85649853999996,0.0,,32.0,0.0,0.0,0.0,,
2008-04-26,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,453.011109048,0.0,,32.0,0.0,0.0,0.0,,
2008-04-27,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,343.156572126,0.0,,32.0,0.0,0.0,0.0,,
2008-04-29,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,11.424933336,0.0,,32.0,0.0,0.0,0.0,,
2008-04-30,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,118.12213803600001,0.0,,32.0,0.0,0.0,0.0,,
2008-05-01,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,264.612258492,0.0,,32.0,0.0,0.0,0.0,,
2008-05-02,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,0.0,0.0,,32.0,0.0,0.0,0.0,,
2008-05-03,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,437.04779165400004,0.0,,32.0,0.0,0.0,0.0,,
2008-05-04,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,458.419576068,0.0,,32.0,0.0,0.0,0.0,,
2008-05-05,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,456.76585279200003,0.0,,32.0,0.0,0.0,0.0,,
2008-05-06,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,452.906101536,0.0,,32.0,0.0,0.0,0.0,,
2008-05-07,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,453.070719666,0.0,,32.0,0.0,0.0,0.0,,
2008-05-08,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,454.733725374,0.0,,32.0,0.0,0.0,0.0,,
2008-05-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,460.279108266,0.0,,32.0,0.0,0.0,0.0,,
2008-05-10,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,460.52349729599996,0.0,,32.0,0.0,0.0,0.0,,
2008-05-11,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,460.661428434,0.0,,32.0,0.0,0.0,0.0,,
2008-05-12,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,460.968328842,0.0,,32.0,0.0,0.0,0.0,,
2008-05-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,461.688442512,0.0,,32.0,0.0,0.0,0.0,,
2008-05-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,461.49423663000005,0.0,,32.0,0.0,0.0,0.0,,
2008-05-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,464.951797512,0.0,,32.0,0.0,0.0,0.0,,
2008-05-16,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,%,production,OP,0.0,32.0,0.0,0.0,476.412990348,0.0,,32.0,0.0,0.0,0.0,,
2008-05-17,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,476.36092170600006,0.0,,32.0,0.0,0.0,0.0,,
2008-05-18,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,467.377122948,0.0,,32.0,0.0,0.0,0.0,,
2008-05-19,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,461.997228414,0.0,,32.0,0.0,0.0,0.0,,
2008-05-20,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,%,production,OP,1704.186202302,66.514766,1704.186202302,0.0,462.579410946,0.0,,32.0,0.0,0.0,0.0,,
2008-05-21,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,3481.0448548080003,102.48385999999999,3481.0448548080003,0.0,462.34488450000003,0.0,,32.0,0.0,0.0,0.0,,
2008-05-22,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,1412.1498686940001,60.593072,1412.1498686940001,0.0,462.348945564,0.0,,32.0,0.0,0.0,0.0,,
2008-05-23,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.38680048199996,0.0,,32.0,0.0,0.0,0.0,,
2008-05-24,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.40797603,0.0,,32.0,0.0,0.0,0.0,,
2008-05-25,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.381144,0.0,,32.0,0.0,0.0,0.0,,
2008-05-26,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.4101516,0.0,,32.0,0.0,0.0,0.0,,
2008-05-27,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.402754662,0.0,,32.0,0.0,0.0,0.0,,
2008-05-28,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.39187681199996,0.0,,32.0,0.0,0.0,0.0,,
2008-05-29,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.48368586600003,0.0,,32.0,0.0,0.0,0.0,,
2008-05-30,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,457.089867684,0.0,,32.0,0.0,0.0,0.0,,
2008-05-31,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,64.91059659599999,0.0,,32.0,0.0,0.0,0.0,,
2008-06-01,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,58.57867263,0.0,,32.0,0.0,0.0,0.0,,
2008-06-02,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,161.72172114,0.0,,32.0,0.0,0.0,0.0,,
2008-06-03,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,204.203061264,0.0,,32.0,0.0,0.0,0.0,,
2008-06-04,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,441.936297444,0.0,,32.0,0.0,0.0,0.0,,
2008-06-05,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,%,production,OP,0.0,32.0,0.0,0.0,462.20564801999996,0.0,,32.0,0.0,0.0,0.0,,
