DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,FLOW_KIND,WELL_TYPE,AVG_DOWNHOLE_PRESSURE_PSI,AVG_DOWNHOLE_TEMPERATURE_F,AVG_DP_TUBING_PSI,AVG_ANNULUS_PRESS_PSI,DP_CHOKE_SIZE_PSI,AVG_WHP_P_PSI,AVG_WHT_P,BORE_OIL_VOL_STB_D,BORE_GAS_VOL_MSCF_D,BORE_WAT_VOL_STB_D,GOR_MSCF/STB,WCUT,AVG_CHOKE_SIZE_P_WAS_MISSING,AVG_DOWNHOLE_PRESSURE_PSI_WAS_MISSING,AVG_DOWNHOLE_TEMPERATURE_F_WAS_MISSING,AVG_DP_TUBING_PSI_WAS_MISSING,AVG_ANNULUS_PRESS_PSI_WAS_MISSING,DP_CHOKE_SIZE_PSI_WAS_MISSING,AVG_WHP_P_PSI_WAS_MISSING,AVG_WHT_P_WAS_MISSING,GOR_MSCF/STB_WAS_MISSING,WCUT_WAS_MISSING
2014-06-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.229738958333334,%,production,OP,3276.68225778725,223.773933875,2400.175583918625,292.04827507,462.091349011125,876.5066738686251,156.33577624999998,7427.0705461,6031.0790744060005,1306.2048427,0.8120400953472775,0.1495664323576861,0,0,0,0,0,0,0,0,0,0
2014-06-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.353701041666667,%,production,OP,3266.786076338875,223.813496375,2396.42956964925,297.110714659875,455.9983963015,870.356506689625,156.86913762499998,7546.1995475,6121.10754541,1318.0925836,0.8111510313079221,0.1486968800334915,0,0,0,0,0,0,0,0,0,0
2014-06-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.333340208333333,%,production,OP,3264.979739849,223.8390125,2396.0640557595,298.999792307125,454.71263745312496,868.9156840895,154.58628125,7533.305437,6121.204307688001,1310.8593021,0.8125522533075014,0.1482174225345101,0,0,0,0,0,0,0,0,0,0
2014-06-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.324998333333332,%,production,OP,3266.392700045,223.85169275,2398.0669912583758,301.18934940925,454.009070201625,868.325708786625,156.443724875,8486.4632444,6977.108327944,1319.4763418,0.8221455896304053,0.1345588895588254,0,0,0,0,0,0,0,0,0,0
2014-06-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.257883333333334,%,production,OP,3268.68141781475,223.85302925,2400.064602654,297.960921372625,454.387498516625,868.6168151607501,155.40705687500002,7479.150172899999,6181.695563612,1292.0527702,0.8265237922365559,0.1473062222572803,0,0,0,0,0,0,0,0,0,0
2014-06-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.035807916666666,%,production,OP,3268.915418498,223.861477625,2400.9087117275,299.7118291735,453.7822156615,868.0067067705,154.17713075,7373.6071611,6038.191101839,1226.8274405000002,0.8188924321455469,0.1426471448630938,0,0,0,0,0,0,0,0,0,0
2014-06-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.087184166666669,%,production,OP,3260.878702771875,223.8866915,2398.3914805455,303.013259670125,448.523400662875,862.487222226375,157.23889587499997,7391.470221500001,6009.86977188,1232.2995752,0.813081780996525,0.1428956946034848,0,0,0,0,0,0,0,0,0,0
2014-06-13,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.203423541666666,%,production,OP,3258.82470785375,223.898754125,2398.03668738125,300.981567366125,446.617716164625,860.7880204725,156.740094875,7024.3969099,5794.2360947980005,1241.4197997,0.8248731057084426,0.1501871918183478,0,0,0,0,0,0,0,0,0,0
2014-06-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.246285833333332,%,production,OP,3261.43748281825,223.89382175,2399.88882264125,297.91789645425,447.31508002,861.548660177,155.91654574999998,6934.201034500001,5749.760055324001,1229.657855,0.8291885433832962,0.1506221349050425,0,0,0,0,0,0,0,0,0,0
2014-06-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.240543333333331,%,production,OP,3262.61706478575,223.88879975,2401.38858808025,298.318947675625,447.26804540525,861.2284767055,156.02026174999995,6945.837183,5757.216754229001,1229.2175683,0.8288729785258776,0.1503619982611773,0,0,0,0,0,0,0,0,0,0
2014-06-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.310012291666666,%,production,OP,3235.968961870979,223.93453157446808,2390.919746911788,299.3250886895745,431.0024751196596,845.0492149591915,156.22243719148935,7050.1851309,5808.911118383001,1230.7271227,0.8239373875337451,0.1486221668590873,0,0,0,0,0,0,0,0,0,0
2014-06-17,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.093262916666667,%,production,OP,3196.5265054975,224.0531825,2372.76695837125,308.305098008375,409.450943042125,823.75954712625,157.193723,7273.662080200001,6017.742831098,1293.9397132,0.827333297140542,0.1510270603609026,0,0,0,0,0,0,0,0,0,0
2014-06-18,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.2360425,%,production,OP,3191.25354627225,224.059154,2370.489079170375,298.7418392025,406.4289524255,820.764467101875,157.467212375,7296.2424981,6023.885470016,1318.6586665,0.8256147560315693,0.1530671845567513,0,0,0,0,0,0,0,0,0,0
2014-06-19,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.162943958333331,%,production,OP,3189.775164873375,224.0587205,2370.651926628125,267.907150192125,404.77849552612497,819.12323824525,156.37978850000002,7214.4749681,5992.975219400001,1362.2470498,0.830687644755708,0.158830733578275,0,0,0,0,0,0,0,0,0,0
2014-06-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.204390625,%,production,OP,3189.477299124125,224.0510345,2371.834614826125,271.734654666125,403.3204738365,817.6426842980001,156.815072,7213.4057004,5976.422866363001,1316.9604178,0.8285161149374414,0.1543849817876156,0,0,0,0,0,0,0,0,0,0
2014-06-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.318678958333331,%,production,OP,3183.145109255125,224.0564615,2369.8256209691253,272.660933809875,399.16173883,813.319488286,157.32824150000002,7208.6254448,5953.842294036,1310.7335059,0.8259330907990027,0.153853536807755,0,0,0,0,0,0,0,0,0,0
2014-06-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.321146875,%,production,OP,3189.74023186675,224.038221125,2373.825400370875,269.36038562775,401.8186053465,815.914831495875,156.8549384255319,7145.3499562,5846.899847467,1340.7987977,0.8182804038021485,0.1579985028053869,0,0,0,0,0,0,0,0,0,0
2014-06-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.325237291666667,%,production,OP,3189.948968743375,224.0240435,2374.828096410875,271.78327261237496,396.04230382875,815.1208723325,157.186847375,7028.7368788,5801.764129397001,1331.8043694,0.8254348155920047,0.1592964294849611,0,0,0,0,0,0,0,0,0,0
2014-06-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,13.330349166666666,%,production,OP,3186.501500088875,224.03659625,2373.665181726875,269.449097516125,398.672740191375,812.836318362,157.202962625,7355.366712100001,6063.527280207,1392.9413226,0.8243677735648651,0.1592240827683392,0,0,0,0,0,0,0,0,0,0
2014-06-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.974334583333333,%,production,OP,3193.0705480054467,224.0203061702128,2377.424087534298,270.0914361658723,401.42063573259577,815.646460471149,157.39679778723402,7542.0482729,6251.255634495999,1367.6562864,0.8288538349665486,0.1535018672389571,0,0,0,0,0,0,0,0,0,0
2014-06-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,16.33333,7.664152916666667,%,production,OP,3400.331684258815,223.3096017173828,2468.952245844993,188.36345754264045,530.0370134600932,931.3794384138224,142.89886358825544,4154.7968936,3495.599799769,761.4443986,0.8413407175579584,0.1548834471994064,0,0,0,0,0,0,0,0,0,0
2014-06-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,23.33334,11.122487291666667,%,production,OP,3349.313740977244,222.32649688160632,2483.201077279947,191.15645114666967,445.4269222971104,866.1126636972967,146.90233461556898,6064.6977001000005,5143.981932787,1130.1530608,0.8481843922248888,0.1570780407206986,0,0,0,0,0,0,0,0,0,0
2014-06-28,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.649351666666666,%,production,OP,3189.0761551967234,223.77510519148936,2389.801488502213,286.9021519614894,383.5701795459575,799.2746666945106,156.88328919148938,7043.0147475,5921.286378400001,1443.7000893,0.8407317875490506,0.170112949128424,0,0,0,0,0,0,0,0,0,0
2014-06-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.439657083333334,%,production,OP,3193.2272353341705,223.84649319148937,2387.637780759064,290.39948102872336,389.9411094762128,805.5894545751064,156.355448,6966.970944600001,5856.137819840001,1311.425385,0.8405572330366914,0.1584153902261123,0,0,0,0,0,0,0,0,0,0
2014-06-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.51362,%,production,OP,3195.1288501535746,223.8770085531915,2387.254775517957,290.94949289795744,392.486171496,807.8740746356169,155.71753259574467,7176.67321,6052.020691506001,1316.2056406,0.8432905490350453,0.1549775598773569,0,0,0,0,0,0,0,0,0,0
2014-07-01,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.594217916666668,%,production,OP,3191.9146838655,223.90117775,2385.472652787875,294.23476522275,390.898588569625,806.442031077625,156.192782375,6977.6007235,5863.855141231001,1283.9389153,0.8403827294792043,0.1554115784024119,0,0,0,0,0,0,0,0,0,0
2014-07-02,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.590178958333333,%,production,OP,3192.4163219615,223.913604125,2385.3288506325,296.86003460662505,391.712427003875,807.087471329,153.853364375,6976.342761500001,5856.323222015001,1281.9261761,0.8394546286249013,0.1552294053131854,0,0,0,0,0,0,0,0,0,0
2014-07-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.59989375,%,production,OP,3192.200163973875,223.92179675,2385.3299293526247,295.173218493625,391.13082160225,806.87023462125,153.8147975,6987.412827100001,5856.130403753,1284.7565906,0.8380970966879998,0.1553107202871111,0,0,0,0,0,0,0,0,0,0
2014-07-04,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.731207083333333,%,production,OP,3190.6824470607503,223.939121375,2384.22979497125,294.533093280625,390.758119266625,806.4526520894999,153.747503375,6992.193082700001,5862.523070747001,1299.6005422,0.838438384267732,0.1567333439531514,0,0,0,0,0,0,0,0,0,0
2014-07-05,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.700692083333331,%,production,OP,3191.55788434225,223.936857125,2385.1182796295,295.98395976225004,390.608911424125,806.43960471275,154.710816125,6966.4677598,5821.910812600001,1301.8648738,0.8357048382819391,0.1574519230769231,0,0,0,0,0,0,0,0,0,0
2014-07-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.595950208333331,%,production,OP,3191.408371315625,223.941548375,2385.4473043757503,300.23329517275,390.033917338,805.961066939875,156.67492212500002,6908.727304000001,5773.406778443999,1297.0217201,0.8356686440788196,0.1580625627582189,0,0,0,0,0,0,0,0,0,0
2014-07-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.488990625,%,production,OP,3194.559551509125,223.93908725,2387.059048215625,300.110916338625,391.8453573525,807.5005032935001,156.02485812499998,6984.9598012,5848.596365655,1265.8242625,0.8373128166965578,0.1534186633327489,0,0,0,0,0,0,0,0,0,0
2014-07-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.336557916666669,%,production,OP,3194.2982244115383,223.939562,2387.091053964923,301.82939977892306,391.40570533661537,807.2071704466154,156.76385138461538,6947.787024099999,5805.573526086001,1246.0742591,0.8356003869934459,0.1520741218373864,0,0,0,0,0,0,0,0,0,0
2014-07-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.332626458333332,%,production,OP,3192.273181542,223.943684,2386.06655016,302.727374664,390.581967594,806.206631382,157.648892,6923.8857461,5798.722827433001,1245.0049914,0.8374954527086519,0.1524080846968238,0,0,0,0,0,0,0,0,0,0
2014-07-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.226295416666666,%,production,OP,3189.377062758,223.955726,2384.72059752,298.653402282,388.46542806,804.656465238,157.091414,6977.6007235,5849.784352163001,1207.014539,0.83836616395395,0.1474735830931796,0,0,0,0,0,0,0,0,0,0
2014-07-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.148917916666669,%,production,OP,3198.97843332,223.943684,2388.933661344,298.998302646,394.809825294,810.044771976,157.53601400000002,6959.171580200001,5792.3580590520005,1428.1013605,0.8323344226103322,0.1702700473201497,0,0,0,0,0,0,0,0,0,0
2014-07-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.579786666666667,%,production,OP,3182.570719494,223.972538,2380.981807956,305.704134576,386.344392348,801.588911538,157.79566400000002,7045.0903848,5882.428201402,1171.9802973,0.8349684503826268,0.1426275059131513,0,0,0,0,0,0,0,0,0,0
2014-07-13,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.494260625,%,production,OP,3175.301269896,224.005496,2378.354009472,305.11281465,381.079948062,796.947260424,157.482536,6977.6007235,5817.651506633,1153.7398483000002,0.8337610214696889,0.141888024257801,0,0,0,0,0,0,0,0,0,0
2014-07-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.456491875,%,production,OP,3172.53625942075,223.995361625,2376.44092803575,305.716417481625,380.719238556,796.095331385,157.99378812499998,6864.572837800001,5725.943821643999,1197.3282316000002,0.8341296620984043,0.1485168598935821,0,0,0,0,0,0,0,0,0,0
2014-07-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.531338958333333,%,production,OP,3161.0001151766246,223.9954085,2370.898282736,300.09608922475,374.74922065950005,790.101832440625,156.377585,7029.994840800001,5840.235963577001,1204.498615,0.8307596372165178,0.1462747674116622,0,0,0,0,0,0,0,0,0,0
2014-07-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.536836666666666,%,production,OP,3158.668043131375,223.979313875,2369.977802090625,300.45755413700005,373.3302655595,788.69024104075,156.38515175,6983.8276354,5829.292644341001,1206.6371504,0.8346844951890235,0.1473221828011488,0,0,0,0,0,0,0,0,0,0
2014-07-17,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.441664583333331,%,production,OP,3161.663225891,223.955762,2371.681593692875,300.020569751125,374.83320068312497,789.981632198125,155.697704,6932.6914801,5777.302696148001,1195.3783905,0.8333419585642179,0.1470679275068484,0,0,0,0,0,0,0,0,0,0
2014-07-18,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.453032291666666,%,production,OP,3161.909896247875,223.938793625,2372.3623537188746,303.61194329625,374.262802488625,789.547542529,158.090520125,6888.599912000001,5755.633596228,1194.2462247,0.8355302484909359,0.1477507061872116,0,0,0,0,0,0,0,0,0,0
2014-07-19,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.469644583333332,%,production,OP,3161.292025303,223.929614375,2372.148881955875,301.924042419875,373.66672350325,789.1431433471249,156.76125837499998,6884.7002298,5777.291395444,1195.4412886,0.8391493024543539,0.1479480632706439,0,0,0,0,0,0,0,0,0,0
2014-07-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,22.66667,11.394137916666669,%,production,OP,3192.0509385949435,223.77561797709765,2387.553931654804,278.8565998120031,384.7825086629999,804.4970069401396,153.80698681057785,6689.5903236,5800.273849057,1058.9524116,0.867059650662671,0.1366647184882135,0,0,0,0,0,0,0,0,0,0
2014-07-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.503860625,%,production,OP,3199.51512830925,223.68066800000005,2401.0298426305,282.115226775,383.283513417625,798.48528567875,155.19525274999998,6589.7710389,5539.7516568050005,1142.7955789,0.8406592010713813,0.1477899428980461,0,0,0,0,0,0,0,0,0,0
2014-07-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.608487291666666,%,production,OP,3198.927836209375,223.8055505,2394.3760068235,300.938744896625,389.43984471162497,804.551829385875,157.57293575,6585.6826624,5465.957000244,1125.1841109,0.8299757641605006,0.145921871558735,0,0,0,0,0,0,0,0,0,0
2014-07-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.611534791666667,%,production,OP,3194.9573937647497,223.841829125,2391.1377162028757,303.75086552725,388.63864271312497,803.819677561875,157.300122875,6527.1874294,5505.242838259001,1708.1237017,0.8434326266566333,0.2074145924189077,0,0,0,0,0,0,0,0,0,0
2014-07-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.617863125,%,production,OP,3193.409119158,223.862297375,2389.87084251075,305.855811086125,388.246275642,803.53827664725,158.575310375,6611.6595777,5548.777387831001,1671.8943961,0.8392412408143457,0.2018329815183222,0,0,0,0,0,0,0,0,0,0
2014-07-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.778187708333334,%,production,OP,3192.5576071032497,223.872155,2388.898964024125,306.24225577225,388.33550422825,803.658643079125,158.711292125,6643.9892011,5563.783663302001,1695.4811836,0.8374161207819005,0.2033080166230475,0,0,0,0,0,0,0,0,0,0
2014-07-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.717275,%,production,OP,3198.30957245325,223.862027375,2391.78521115925,303.92911722925,392.105446746,806.524361294,158.97091025,6571.090303200001,5533.722731221,1827.9445822,0.8421315909364658,0.2176374556292779,0,0,0,0,0,0,0,0,0,0
2014-07-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.729636875,%,production,OP,3194.004282591,223.8756545,2389.504425155125,301.627188915,390.42953869925,804.499857435875,158.452485875,6618.892859199999,5535.087997523,1896.377715,0.836255868657769,0.2227031658566131,0,0,0,0,0,0,0,0,0,0
2014-07-28,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.766615416666667,%,production,OP,3194.416939874,223.87426625,2389.981026066375,301.443498288,390.411478446625,804.435913807625,158.637860375,6587.946994000001,5519.085847512,1790.8976013,0.8377550475950292,0.2137404007116422,0,0,0,0,0,0,0,0,0,0
2014-07-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.777000208333334,%,production,OP,3194.643927365625,223.872367625,2389.90727122175,301.238121458375,390.544499444,804.7366561438749,157.562259125,6542.408769600001,5483.874619583001,1784.4819951,0.8382042169337398,0.2143035192277187,0,0,0,0,0,0,0,0,0,0
2014-07-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.803311458333331,%,production,OP,3194.929682441875,223.870605125,2390.109339372,297.00422655162504,389.64357777725,804.8203430698751,156.58387850000005,6273.3306978,5201.504635029,1582.0759093,0.8291456142831942,0.201399620469049,0,0,0,0,0,0,0,0,0,0
2014-07-31,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.871628125,%,production,OP,3191.769938963125,223.875558875,2388.9413936823757,298.955876009375,387.14099543325,802.8285452807501,157.911628625,7895.2840025,6609.881710201,1831.4668758,0.8371936599250914,0.1882917429175584,0,0,0,0,0,0,0,0,0,0
2014-08-01,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.916725625,%,production,OP,3191.243435915,223.874798,2388.7454382795,300.578757559,386.805676642125,802.4979976354999,157.97299475000003,7975.9822648,6675.043335200001,1837.6308896000005,0.8368929510611668,0.1872532430908065,0,0,0,0,0,0,0,0,0,0
2014-08-02,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.863151041666669,%,production,OP,3191.43376807375,223.87972625,2388.34967188025,300.800451163625,387.243268374625,803.0840961934999,157.48820974999998,7972.5857674,6640.956527319,1829.0138499,0.8329739837323484,0.1866036077082518,0,0,0,0,0,0,0,0,0,0
2014-08-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.860933958333334,%,production,OP,3191.92189346275,223.877529125,2388.54982432025,298.900459406875,387.530319728,803.3720691425,156.746479625,7933.5260473,6676.356335746001,1787.6269000999998,0.8415370789660609,0.1838904201767666,0,0,0,0,0,0,0,0,0,0
2014-08-04,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.841679791666667,%,production,OP,3190.804016099375,223.883130875,2387.523798313625,297.986345325375,387.490419169875,803.28021778575,154.31182625,8052.4034563,6696.78306452,1756.3665444,0.831650214853629,0.1790608347707875,0,0,0,0,0,0,0,0,0,0
2014-08-05,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.851890625,%,production,OP,3193.10444870925,223.87354025,2389.504700123,299.977886276375,387.904702087125,803.59974858625,158.08063287500002,7778.041944099999,6457.356814607,1749.825142,0.8302033932209893,0.1836533954753401,0,0,0,0,0,0,0,0,0,0
2014-08-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.921908541666667,%,production,OP,3188.5438859237497,223.87779875,2387.409333115375,299.04314960425,385.66863008975,801.1345528083749,157.189751375,7817.9822376,6514.425369807001,1754.6682957000005,0.8332617255736857,0.1833001517809623,0,0,0,0,0,0,0,0,0,0
2014-08-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.647265,%,production,OP,3196.320269433447,223.8468424680851,2392.022618949702,297.5699499065106,388.9623930522128,804.2976504837446,157.2289474042553,7439.4614718,6201.5007536660005,1747.7495047,0.833595385522647,0.1902372231540752,0,0,0,0,0,0,0,0,0,0
2014-08-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.685015833333331,%,production,OP,3189.691270612468,223.8577703829787,2389.114029983617,300.2736958419574,385.1326399748936,800.5772406288511,158.3932544255319,7418.5793026,6187.343443583,1773.8522162,0.8340334707232304,0.1929687713824342,0,0,0,0,0,0,0,0,0,0
2014-08-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.944136875,%,production,OP,3191.9514177606247,223.846280375,2390.55121576875,289.416811354875,385.49553932325,801.4002019918751,152.720776625,7395.3699037,6198.897353982001,1812.4716496,0.838213292195244,0.196840012842144,0,0,0,0,0,0,0,0,0,0
2014-08-10,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.744430416666669,%,production,OP,3193.640846679192,223.8474655744681,2391.119877750383,289.4981562643404,386.52692729987234,802.5209689288085,152.3232561276596,7319.9550818,6134.119952919,1817.4405995,0.8379996713600871,0.198901378783394,0,0,0,0,0,0,0,0,0,0
2014-08-11,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.773715625,%,production,OP,3189.729955641574,223.8502835319149,2389.561496900936,286.4456463994468,384.1741362934469,800.1684587406382,150.10920672340427,7583.309426500001,6411.302208043001,1824.0449,0.8454491103367876,0.1938956306622538,0,0,0,0,0,0,0,0,0,0
2014-08-12,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,11.975815208333334,%,production,OP,3194.187982282875,223.839696125,2391.89424347575,286.900828104,386.289592157,802.293738807125,147.4937735,7637.6533849,6697.5137256630005,1833.3538188,0.8769072630219513,0.19357538003812,0,0,0,0,0,0,0,0,0,0
2014-08-13,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.110835208333333,%,production,OP,3189.9580970725,223.843434875,2390.747820821,290.61720325375,383.2446764715,799.2102762515,153.5767745,7690.047502199999,6865.95813487,1860.1484094,0.8928368950784452,0.1947759424642377,0,0,0,0,0,0,0,0,0,0
2014-08-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.1115975,%,production,OP,3195.46084483575,223.830714875,2394.1970450396248,291.785710965625,385.576110953875,801.263799796125,156.902513375,7730.5538786,6874.729246909,1856.8148101,0.8892932323956599,0.1936730369291529,0,0,0,0,0,0,0,0,0,0
2014-08-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.136048541666666,%,production,OP,3190.460596331625,223.843645625,2391.859092912125,292.571937790625,383.081569154,798.6015034195,156.73749987499997,7769.6764968,6816.672939550001,1857.0035044,0.877343212726746,0.1929017588793351,0,0,0,0,0,0,0,0,0,0
2014-08-16,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,12.132997708333331,%,production,OP,3188.834943951875,223.852790375,2390.78056919275,292.57024265900003,382.34240716,798.0543747591249,154.15948925,7732.377923499999,6481.285349033001,1845.1786616,0.838200798403203,0.192656513715678,0,0,0,0,0,0,0,0,0,0
