DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,FLOW_KIND,WELL_TYPE,AVG_DOWNHOLE_PRESSURE_PSI,AVG_DOWNHOLE_TEMPERATURE_F,AVG_DP_TUBING_PSI,AVG_ANNULUS_PRESS_PSI,DP_CHOKE_SIZE_PSI,AVG_WHP_P_PSI,AVG_WHT_P,BORE_OIL_VOL_STB_D,BORE_GAS_VOL_MSCF_D,BORE_WAT_VOL_STB_D,GOR_MSCF/STB,WCUT,AVG_CHOKE_SIZE_P_WAS_MISSING,AVG_DOWNHOLE_PRESSURE_PSI_WAS_MISSING,AVG_DOWNHOLE_TEMPERATURE_F_WAS_MISSING,AVG_DP_TUBING_PSI_WAS_MISSING,AVG_ANNULUS_PRESS_PSI_WAS_MISSING,DP_CHOKE_SIZE_PSI_WAS_MISSING,AVG_WHP_P_PSI_WAS_MISSING,AVG_WHT_P_WAS_MISSING,GOR_MSCF/STB_WAS_MISSING,WCUT_WAS_MISSING
2015-05-19,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.430399791666662,%,production,OP,3191.280798308125,222.503903375,2470.1489645697498,164.487580691875,306.67258351825,721.131833738375,166.935243875,11220.4549571,9112.045803152,4708.9291546,0.812092365059239,0.2956127570017807,0,0,0,0,0,0,0,0,0,0
2015-05-20,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.333255625,%,production,OP,3191.8805334597496,222.50611625,2471.20468408525,163.216721476375,306.463447787125,720.6758493745,169.065531125,11164.0353614,9050.810466499,4679.7444362,0.8107113757264205,0.2953679296217486,0,0,0,0,0,0,0,0,0,0
2015-05-21,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.288827916666666,%,production,OP,3191.568620175876,222.507533,2471.296260474125,160.373094361875,306.2952973775,720.27235970175,166.403784125,10990.6881978,9023.192252217,4733.0191269,0.820985191266109,0.3010116526059355,0,0,0,0,0,0,0,0,0,0
2015-05-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.30934333333333,%,production,OP,3191.0966937185003,222.50839475,2471.863528265125,157.376887271375,304.720640962875,719.233165453375,167.33740475000002,10861.5583985,8903.786188577,5186.8918165,0.819752181216153,0.3232020380168528,0,0,0,0,0,0,0,0,0,0
2015-05-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.328797916666662,%,production,OP,3190.0180400692498,222.51167075,2472.6793700367502,155.719637759,301.607333817125,717.3386700325001,168.76778900000002,10306.9229527,8770.484143634001,4718.741258200001,0.8509313772774916,0.3140454353277045,0,0,0,0,0,0,0,0,0,0
2015-05-24,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.364679791666667,%,production,OP,3189.04789297375,222.515783,2472.50816476425,154.0206988865,296.4183787885,716.5397282094999,167.893913,11043.8999904,9101.961337420002,5323.4435916,0.8241618762694298,0.3252478671893014,0,0,0,0,0,0,0,0,0,0
2015-05-25,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.331825833333333,%,production,OP,3187.236613105375,222.521278625,2473.071459118375,153.232468724125,298.10845221325,714.165153987,169.32261275000002,10393.911025,8588.919263936,4954.2946427,0.8263414265599798,0.3227930840884037,0,0,0,0,0,0,0,0,0,0
2015-05-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,21.334591666666668,%,production,OP,3186.377329431125,222.526589375,2473.3379573785,152.21464340775,297.57108038,713.039372052625,169.37766462500002,10730.1013695,8854.944192742,4894.8559382,0.8252432934055889,0.3132716359991466,0,0,0,0,0,0,0,0,0,0
2015-05-27,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.816615833333334,%,production,OP,3186.129924240766,222.5270395744681,2473.8346819265107,151.2203867020851,297.4489295821277,712.2952423142553,168.50659846808512,10484.484289,8620.005028611,4876.2381006,0.8221677662920288,0.3174484882235398,0,0,0,0,0,0,0,0,0,0
2015-05-28,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.90946319148936,%,production,OP,3194.5845163677445,222.51728472340423,2477.7080204657877,149.9596176568085,302.1675650149787,716.8764959019575,168.10069425531915,10727.3967512,8878.409045157001,5424.961125,0.827638732031034,0.3358618702346554,0,0,0,0,0,0,0,0,0,0
2015-05-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.704150833333333,%,production,OP,3198.41053098775,222.51023,2479.603753081375,149.272940389,304.34397425525,718.806777906375,166.47804237500003,10570.906278400002,8729.622916852,4975.931589100001,0.8258159411260342,0.3200606857489633,0,0,0,0,0,0,0,0,0,0
2015-05-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.76541020833333,%,production,OP,3197.267894429125,222.5128145,2480.21560494925,148.59071185325,302.70769179875003,717.0522894798751,169.047528125,10510.1467138,8709.360401433001,5174.8153813,0.8286621146779486,0.3299220839632515,0,0,0,0,0,0,0,0,0,0
2015-05-31,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.42080083333333,%,production,OP,3193.6933998098298,222.5170522553192,2479.9240036072338,186.44085915740428,299.49290382740423,713.7693962025957,168.98931940425533,10514.675377,8740.735746648,4728.9936485,0.8312891680676753,0.3102267335107589,0,0,0,0,0,0,0,0,0,0
2015-06-01,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.829319375,%,production,OP,3192.8105292022497,222.516029,2480.644092525625,288.91003649637497,297.74153024625,712.1664366766249,165.773176625,10584.6809623,8853.945139879,5115.4395749,0.8364867275087979,0.3258216752399724,0,0,0,0,0,0,0,0,0,0
2015-06-02,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.86391770833333,%,production,OP,3190.540264496375,222.51647525,2480.9189486005,286.121971022375,294.770447967625,709.621315895875,163.896441125,10586.5050072,8881.150525318,5123.8050222,0.8389124190918373,0.3261428331211415,0,0,0,0,0,0,0,0,0,0
2015-06-03,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.800310416666665,%,production,OP,3190.924835775,222.50917475,2483.17780062875,286.635284677375,293.527297053375,707.74703514625,168.9376805,10484.484289,8741.192718866,5033.7978411,0.8337265313122736,0.324378549049331,0,0,0,0,0,0,0,0,0,0
2015-06-04,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.73306958333333,%,production,OP,3191.70401012725,222.505542875,2484.812297304875,286.31051740075,293.00244985575,706.891712822375,168.8461865,10434.9834843,8663.779011849001,4855.7962181,0.8302628389286986,0.3175636764512307,0,0,0,0,0,0,0,0,0,0
2015-06-05,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.804389375,%,production,OP,3188.1745406135,222.509924375,2484.36191503375,281.97221326375,289.98440245975,703.81262557975,167.54273337499998,10463.5392217,8560.012769398,4681.7571754,0.8180800576200511,0.3091228492759281,0,0,0,0,0,0,0,0,0,0
2015-06-06,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.684055,%,production,OP,3188.628712002375,222.509345375,2485.77370283925,279.47521488275004,288.837209290625,702.855009163125,163.33640225000002,10385.7971701,8492.059164217,4660.0573309,0.8176607943649292,0.3097236737594582,0,0,0,0,0,0,0,0,0,0
2015-06-07,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,22.81667,17.845923541666668,%,production,OP,3287.307672563309,222.39750384108024,2527.229331680316,272.0745613714776,341.5391368484054,760.0783408829933,162.73890436252003,9417.9212073,7911.203331764001,5004.5502246,0.8400158758635489,0.3469967160781337,0,0,0,0,0,0,0,0,0,0
2015-06-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.917321666666663,%,production,OP,3193.91417169025,222.55134575,2493.015580109125,277.076809103875,286.138281754125,700.8985915811251,169.27161125,10524.8648692,8595.416815589,4782.8344221,0.8166771661594113,0.3124463272425454,0,0,0,0,0,0,0,0,0,0
2015-06-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,20.79632625,%,production,OP,3191.699299413875,222.5552,2492.6033609617502,276.58667433425,284.210784145,699.095938452125,169.8410285,10411.2709006,8493.841850273,4631.0613068,0.8158314130298445,0.307868570042734,0,0,0,0,0,0,0,0,0,0
